Date,Time,Type,Owner/operator,Total airframe hrs,Fatalities,Location,Phase,Nature,Departure airport,Destination airport,Narrative
Thursday 19 May 2016,02:29,Airbus A320-232,EgyptAir,,66,"ca 200 km N of Egyptian coast - 
	   Mediterranean Sea",En route,Passenger - Scheduled,Paris-Charles de Gaulle Airport (CDG/LFPG),Cairo International Airport (CAI/HECA),"EgyptAir flight MS804, an Airbus A320 impacted the Mediterranean Sea some 200 km north of the Egyptian coast line, killing all 66 on board. The aircraft departed Paris-Charles de Gaulle Airport, France, at 23:21 hours local time on May 18. Scheduled departure time was 22:45 hours. Destination of the flight was Cairo, Egypt. Last contact with the flight was at FL370, about 02:29 hours. According to Greek military authorities their primary radar showed the aircraft suddenly taking a 90 degree turn left, followed by a 360 degrees turn in the opposite direction as it descended from FL370 to FL150 before disappearing off radars. The Flight Data Recorder and Cockpit Voice Recorder were both recovered from the sea bed on June 16, 2016.   The Egyptian authorities found that: - The flight recorders stopped operating while the aircraft was in cruise at an altitude of 37,000 feet; - The aircraft systems sent ACARS messages indicating the presence of smoke in toilets and the avionics bay; - The data from the data recorder confirms these messages; - The playback of the cockpit voice recorder reveals, in particular, that the crew mentioned the existence of a fire on board; - Several pieces of debris were retrieved from the accident site. Some of these had signs of having been subject to high temperatures, and traces of soot.  On December 15, 2016, investigators reported that traces of explosives were found on several victims. Egyptian authorities determined that there had been a malicious act. The formal investigation per ICAO Annex 13 was stopped and further investigation fell within the sole jurisdiction of the judicial authorities.  Contradicting the Egyptian finding, the French BEA considered that the most likely hypothesis was that a fire broke out in the cockpit while the aircraft was flying at its cruise altitude and that the fire spread rapidly resulting in the loss of control of the aircraft.  In April 2022, Italian newpaper Corriere della Sera published an article based on the French judicial investigation report. This document supposedly concluded that the accident was caused by an uncontrollable cockpit fire that broke out due to a leak from the FO's oxygen tank which had been replaced a few days before and the pilot(s) smoking in the cockpit."
Tuesday 3 June 1975,,BAC One-Eleven 524FF,Philippine Air Lines,,1,"near Manila - 
	   Philippines",En route,Passenger - Scheduled,Legazpi Airport (LGP/RPLP),Manila Airport (MNL/RPLL),During descent into Manila (at FL200) a bomb exploded in the right lavatory in the rear of the plane. The explosion caused a hole in the fuselage of 1.3 m x 4 m. A successful emergency landing was made.
Sunday 25 July 1971,13:21,Boeing 707-321C,Pan American World Airways (Pan Am),,4,"32 km ENE of Manila International Airport (MNL) - 
	   Philippines",Approach,Cargo,Guam International Airport (GUM/PGUM),Manila International Airport (MNL/RPLL),"The Boeing, named ""Clipper Rising Sun"", was on a cargo flight from San Francisco via Honolulu, Guam and Manila to Saigon. While on a VOR/DME approach to Manila runway 24, the aircraft struck Mount Kamunay at an altitude of 2525 feet (770 m).  PROBABLE CAUSE: Improper crew-coordination, which caused a premature descent."
Tuesday 30 September 1975,,Boeing 727-24C,Avianca,,4,"Barranquilla-Soledad Airport (BAQ) - 
	   Colombia",Approach,Cargo,Bogotá-Eldorado Airport (BOG/SKBO),Barranquilla-Soledad Airport (BAQ/SKBQ),Bad visibility forced the crew to abandon their first approach to Barranquilla. The aircraft crashed on the second attempt after striking trees 1000 m short of runway 04. The aircraft broke apart and skidded before coming to rest 300 m short of the runway threshold.
Monday 13 October 1980,,Boeing 727-2F2,Türk Hava Yollari - THY,,1,"Diyarbakir Airport (DIY) - 
	   Turkey",En route,Passenger - Scheduled,Istanbul-Yesilköy Airport (IST/LTBA),Ankara-Esenboga Airport (ESB/LTAC),"Four hijackers brandished pistols carried aboard in hollowed-out books and commandeered the aircraft shortly after leaving Istanbul. They demanded to be flown to Tehran, Iran but were told this was not possible. They then demanded to be flown to Jeddah, Saudia Arabia. The aircraft landed at Diyarbakir, Turkey to refuel. During negotiations 55 passengers were released. After several hours Turkish soldiers broke through the rear door boarded and assaulted up the aisle firing rifles and pistols. The hijackers were overpowered. Reportedly one passenger was killed and ten others were wounded including one hijacker, two crew members and seven other passengers."
Saturday 22 August 1981,10:00,Boeing 737-222,Far Eastern Air Transport - FEAT,,110,"near Sanyi Township, Miaoli County - 
	   Taiwan",En route,Passenger - Scheduled,Taipei-Songshan Airport (TSA/RCSS),Kaohsiung International Airport (KHH/RCKH),"Far Eastern Air Transport flight 103, a Boeing 737-200, crashed near Sanyi Township, Taiwan, killing all 110 on board. Seventeen days before the accident, on August 5, 1981 the aircraft lost cabin pressure during a flight from Taipei (TSA) to Kaohsiung (KHH) in Taiwan.  On August 22, 1981, the aircraft took off from Taipei on a flight to Makung (MZG). Ten minutes after takeoff from there was a loss of cabin pressure. The flight crew returned to Taipei, where repair work was carried out. Later that day the aircraft entered service again as Flight 103 to Kaohsiung. Fourteen minutes after takeoff the aircraft suffered an explosive decompression and disintegrated in flight.  PROBABLE CAUSE: ""Extensive corrosion damage in the lower fuselage structures, and at a number of locations there were corrosion penetrated through pits, holes and cracks due to intergranular corrosion and skin thinning exfoliation corrosion, and in addition, the possible existence of undetected cracks because of the great number of pressurization cycles of the aircraft (a total of 33,313 landings), interaction of these defects and the damage had so deteriorated that rapid fracture occurred at a certain flight altitude and pressure differential resulting rapid decompression and sudden break of passenger compartment floor beams and connecting frames, cutting control cables and electrical wiring. And eventually loss of power, loss of control, midair disintegration."""
Tuesday 27 November 2001,01:56,Boeing 747-246F,MK Airlines,80500,1,"near Port Harcourt - 
	   Nigeria",Approach,Cargo,Luxembourg-Findel Airport (LUX/ELLX),Port Harcourt Airport (PHC/DNPO),"Following a cargo flight from Luxembourg, the MK Airlines Boeing 747 descended towards Port Harcourt. Company policy stipulated that approaches to Port Harcourt were to be flown by the captain. In this case first officer was pilot flying during the approach. He was following a non-standard autopilot approach, tracking a localizer radial inbound and descending using vertical speed mode. MK Airlines company policy was to not use the autopilot below 2000 feet agl. There were other indications of non-adherence to procedures, including the failure to make appropriate calls between the pilot flying and pilot not flying. A lack of situational awareness due to poor cockpit coordination was apparent, and there was a problem interpreting the visual references on the approach. The Boeing 747 freighter crashed about 700 m short of the runway. The front section broke away from the fuselage. A fire erupted in the main fuselage."
Thursday 2 June 1983,08:50,Fokker F-28 Fellowship 3000RC,Garuda Indonesia Airways,9334,3,"Bandar Lampung-Branti Airport (TKG) - 
	   Indonesia",Take off,Passenger - Scheduled,Bandar Lampung-Branti Airport (TKG/WICT),Jakarta-Kemayoran Airport (JKT),Garuda's F-28 'Selegan' didn't lift off and overran the runway by 138 m. PROBABLE CAUSE: Checklist not followed.
Monday 19 August 1996,03:16,Ilyushin Il-76T,SPair,,11,"0,8 km from Beograd Airport (BEG) - 
	   Serbia",Approach,Cargo,Beograd Airport (BEG/LYBE),Malta-Luqa Airport (MLA/LMML),"The IL-76 transport plane operated on a cargo flight from Yekaterinburg to Africa with several en route stops. After a stopover at Belgrade, the crew forgot to switch on the AC/DC converter following start-up of the engines so that the 27 V electrical system continued to be fed from the batteries. After departure the batteries ran flat and all avionics and boosters were left without power. The crew made several unsuccessful attempts to conduct an emergency landing at Belgrade, due to night and difficult weather conditions. During one of these attempts the aircraft crashed in a corn field 800 metres from the runway, killing all 8 crew and 3 passengers."
Tuesday 1 December 1992,21:20,Lockheed C-141B Starlifter,United States Air Force - USAF,31857,6,"14 km N of Harlem, MT - 
	   United States of America",En route,Military,"Tacoma-McChord AFB, WA (TCM/KTCM)","Tacoma-McChord AFB, WA (TCM/KTCM)","Four Lockheed C-141B Starlifters were night air refueling/airdrop training mission. A KC-135 tanker was leading the Starlifters in a refueling pattern at FL255. The first Starlifter completed refueling and backed away to the left behind the KC-135 at FL250. It remained at an unusually close position. When the second C-141 had completed refueling it also backed away to the left, unaware of the unusual position of the first C-141. Both aircraft collided, breaking up in mid-air."
Sunday 7 October 1979,22:15,McDonnell Douglas DC-8-62,Swissair,,14,"Athens-Ellinikon International Airport (ATH) - 
	   Greece",Landing,Passenger - Scheduled,Genève-Cointrin Airport (GVA/LSGG),Athens-Ellinikon International Airport (ATH/LGAT),"A McDonnell Douglas DC-8-62 passenger plane was destroyed in a landing accident Athens-Ellinikon International Airport (ATH), Greece. All twelve crew members survived but fourteen of the 142 passengers were killed. Swissair flight SR316 originated at Genève-Cointrin Airport (GVA), Switzerland and was bound for Bombay, India Beijing, China. Athens was the first intermediate stop. During an ILS approach to runway 33R at Athens Airport, the crew got visual contact with the airport and was cleared to land on runway 15L. The approach was made at a speed of 146 knots and the aircraft touched down about 740 m beyond the displaced threshold and about 2240 m before the runway end. The DC-8 decelerated but overran the end of the runway. The left wing and tail separated before the aircraft came to rest on a public road some 80 m beyond the end of the runway and 4 m below airport elevation. A fire broke out on the right side and spread quickly. All 14 victims died due to smoke or fire and were all seated at rows 21-26.  PROBABLE CAUSE: ""(1) The crew touched down the aircraft too late, at a speed higher than normal after a non-stabilized final approach. (2) The crew did not fully apply the braking systems (wheel brakes and reverse thrust) particularly the wheel brakes after a touchdown under known adverse conditions, so that it was not possible to stop the aircraft at least before the end of the overrun area."" Note: the member of the Operations team of the Accident Investigation Committee had a different opinion from the rest of the Committee regarding the cause of the accident. That is:  ""After a non-stabilized approach a too-late touchdown at an increased speed was not realized by the crew. Contributing was the fact that (1) the company's recommended technique concerning 'landing when braking action is less then good' was not followed by the crew. (2) Wheel brake application was not fully utilized by the crew at the proper stage of rolling after touchdown. (3) Reverse thrust application was not fully utilized by the crew at the proper stage of rolling after touchdown. """
Wednesday 11 September 1974,07:34,McDonnell Douglas DC-9-31,Eastern Air Lines,16860,72,"5,3 km S of Charlotte-Douglas Airport, NC (CLT) - 
	   United States of America",Approach,Passenger - Scheduled,"Charleston Municipal Airport, SC (CHS/KCHS)","Charlotte-Douglas Airport, NC (CLT/KCLT)","Eastern Air Lines Flight 212, a Douglas DC-9-31, N8984E, operated as a scheduled passenger flight from Charleston, South Carolina, to Chicago, Illinois, with an en route stop at Charlotte, North Carolina. The flight departed Charleston at 07:00 hours local time with 78 passengers and 4 crew members on board. The first officer was Pilot Flying. During the descent into Charlotte, until about 2 minutes and 30 seconds prior to the accident, the flightcrew engaged in conversations not pertinent to the operation of the aircraft. These conversations covered a number of subjects, from politics to used cars, and both crewmembers expressed strong views and mild aggravation concerning the subjects discussed.  At 07:32:13, as the flight intercepted the inbound VOR radial for the approach, the flightcrew commenced a discussion of Carowinds Tower, which was located ahead and to the left of the projected flightpath. This discussion lasted 35 seconds, during which 12 remarks were made concerning the subject. A considerable degree of the flightcrew's attention was directed outside the cockpit during that time. During this period, the aircraft descended through 1,800 feet (1,074 feet above touchdown elevation), the altitude which should have been maintained until it crossed Ross Intersection, the final approach fix (FAF). At the end of the 35-second period, the aircraft was still 1.5 nm short of the FAF. At 07:32:41, during the latter part of the discussion regarding Carowinds Tower, the terrain warning alert sounded in the cockpit, signifying that the aircraft was 1,000 feet above the ground. Within seconds after the discussion of Carowinds Tower terminated at 07:32:48, the rate of descent of the aircraft was slowed from about 1,500 feet per minute to less than 300 feet per minute.  At 07:33:24, the aircraft passed over Ross Intersection (the FAF) at an altitude of 1,350 feet (624 feet above field elevation), which is 450 feet below the prescribed crossing altitude. The captain did not make the required callout at the FAF, which should have included the altitude (above field elevation) and deviation from the Vref speed. Although shortly before crossing the FAF, one of the pilots stated ""three ninety four,"" a reference to the MDA in height above field elevation. While in the vicinity of Ross Intersection, the first officer asked for 50 degrees of flaps; this request was carried out by the captain. The airspeed at this time was 168 knots, as contrasted with the recommended procedure which calls for the airspeed when passing over the FAF to be in the area of Vref, which in this instance was 122 knots.  At 07:33:36, the captain advised Charlotte Tower that they were by Ross Intersection. The local controller cleared the flight to land on runway 36. The last radio transmission from the flight was the acknowledgement, ""Alright,"" at 07:33:46. Shortly after passing Ross Intersection, the aircraft passed through an altitude of 500 feet above field elevation, which should have prompted the captain to call out altitude, deviation from Vref speed, and rate of descent. No such callout was made, nor was the required callout made when the plane descended through an altitude 100 feet above the MDA of 394 feet above the field elevation. The descent rate, after passing Ross, increased to 800 feet per minute, where it stabilized until approximately 7 to 8 seconds prior to impact, when it steepened considerably. According to the CVR, at 0733:52, the captain said, ""Yeah, we're all ready,"" followed shortly thereafter by ""All we got to do is find the airport"". At 07:33:57, the first officer answered ""Yeah"". About one-half second later both pilots shouted. The aircraft struck some small trees and then impacted a cornfield about 100 feet below the airport elevation of 748 feet. The aircraft struck larger trees, broke up, and burst into flames. It was destroyed by the impact and ensuing fire.  The aircraft crashed about 1.75 statute miles from Ross Intersection and about 3.3 statute miles short of the threshold of runway 36. Eleven passengers and two crewmembers survived the crash and fire. One passenger died 3 days after the crash, one after 6 days and another passenger died 29 days after the accident.  PROBABLE CAUSE: ""The flight crew's lack of altitude awareness at critical points during the approach due to poor cockpit discipline in that the crew did not follow prescribed procedure."""
Friday 7 January 1972,12:10,Sud Aviation SE-210 Caravelle VI-R,Iberia,,104,"ca 15 km W of Ibiza Airport (IBZ) - 
	   Spain",Approach,Passenger - Scheduled,Valencia Airport (VLC/LEVC),Ibiza Airport (IBZ/LEIB),"Iberia flight 602, a Caravelle VI-R passenger jet, was destroyed when it struck a mountainside of the Sierra de Atalayasa, near Ibiza Airport (IBZ), Spain. All 104 on board were killed. The aircraft had departed Madrid (MAD) on a domestic service to Valencia (VLC) and Ibiza Airport (IBZ). While flying an approach to runway 07 at Ibiza, the airplane struck a 415 m high mountain, 30 m below the summit.  It was determined that the pilot had failed to maintain the minimum altitude for a visual approach to runway 07"
Friday 18 November 1983,,Tupolev Tu-134A,Aeroflot / Georgia,13273,7,"Tbilisi Airport (TBS) - 
	   Georgia",En route,Passenger - Scheduled,Tbilisi-Novo Alexeyevka Airport (TBS/UGGG),Leningrad-Pulkovo Airport (LED/ULLI),"The Tupolev was hijacked by nine people, some of whom burst into the flight deck and opened fire. The first officer made sharp manoeuvres to prevent the hijackers from taking aim. In so doing the aircraft was subjected to G loads of +3.15/-0.6, which exceeded the design limit of the Tu-134. The hijackers were forced out of the flight deck and the aircraft returned to Tbilisi where security forces stormed the aircraft. Three crew, two passengers and two hijackers were killed and the aircraft received 63 bullet holes but was written off on account of permanent structural deformations caused by excessive G loads."
Sunday 7 June 1992,,Tupolev Tu-154,Aeroflot Russian International Airlines,,1,"Moscow-Vnukovo Airport (VNO) - 
	   Russia",En route,Passenger - Scheduled,Grozny Airport (GRV/URMG),Moskva-Vnukovo Airport (VKO/UUWW),An Aeroflot Tupolev 154 aircraft with 115 passengers was hijacked en route from Groznyy to Moscow. The lone hijacker was armed with a hand grenade and demanded to be taken to Turkey. The aircraft landed at Moscow's Vnukovo Airport where the hijacker was shot and killed by Russian security forces. There were no injuries to passengers or crew.
Friday 17 December 1976,19:40,Yakovlev Yak-40,"Aeroflot, East Siberia Civil Aviation Directorate",327,7,"1,5 km NW of Ust-Kut Airport - 
	   Russia",Initial climb,Cargo,Ust-Kut Airport (UKX/UITT),Kirensk Airport (KCK/UIKK),"A Yakovlev 40 cargo plane was destroyed in an accident at Ust-Kut, Russia. The four passengers and three crew members were killed. The airplane carried 1200 kg of cargo. Two women accompanied the cargo to Kirensk. Two Aeroflot technicians were also on board. The crew taxied out in a hurry. In preparing for takeoff the left barometric pressure altimeter had erroneously been set to a value 10 mm Hg higher than the actual. The before takeoff checklist was not fully accomplished. The crew did not realise that the stabilizer was set at -6° instead of the calculated position of -3,6°. During takeoff from runway 30 the airplane rotated rapidly and became airborne prior to attaining takeoff speed. At an altitude of 100-120 m at a speed of 210-220 km/h, 20 km/h below the speed mentioned in the Flight Manual, the crew retracted the flaps, while simultaneously lowering the pitch angle for acceleration speed.  Takeoff was performed on a moonless night, with a lack of visual cues in the direction of takeoff. The crew did not notice that the airplane was dangerously close to the ground, also because the altimeter had been set to the incorrect pressure. The altimeter showed an altitude 100 m higher than the actual altitude. The airplane struck trees, crashed into the forest, and burst into flames."
Thursday 27 November 2008,16:46,Airbus A320-232,"XL Airways Germany, lsf Air New Zealand",10124,7,"5 km E off Canet-Plage - 
	   France",Approach,Test,Perpignan Airport (PGF/LFMP),Perpignan Airport (PGF/LFMP),"Airbus A320 D-AXLA had been leased by XL Airways Germany since May 2006. The airplane was due to be returned to its owner, Air New Zealand, on December 1, 2008. The Airbus was ferried to Perpignan Airport, France, where it underwent maintenance at EAS Industries. It was also repainted in full Air New Zealand livery, but retained the registration D-AXLA.  The leasing agreement specified a programme of in-flight checks to ensure the airplane was fit for purpose.  The crew was made up of a captain and a co-pilot from XL Airways Germany. A pilot and three engineers from Air New Zealand, as well as a representative of the New Zealand Civil Aviation authority were also on board. The pilot and one of the engineers had taken seats in the cockpit. The takeoff took place at 15:44 hours local time. A few minutes after takeoff, the crew requested to perform a ""360"", but this not authorised by the controller. The en route controller explained to the crew that they could not undertake tests in general air traffic and that the flight plan filed was not compatible with the manoeuvres requested. The crew announced that they wanted to continue on the route planned in the flight plan and asked to climb to FL310 before turning back towards Perpignan. At around 16:12, the crew turned back. Some checks planned in the flight programme were performed. The maximum flight level reached was FL390. At 16:33, in descent towards the FL130, the crew contacted Perpignan Approach. They were then cleared to descend to FL120 towards the PPG VOR. The approach controller asked them to reduce speed to 250 kt and to plan a hold at the PPG VOR. They were number two on approach. At 16:34, the crew requested radar vectoring. The approach controller asked the crew to turn left onto heading 090 and to reduce the speed to 200 kt. The approach controller asked the crew to reduce speed to 180 kt and to descend to FL 80 then to FL 60. From 16:38:03 and for about forty seconds, the pilot from Air New Zealand described the actions to take to perform a check at low speed planned in the programme. At around 16:40, the approach controller asked the crew to turn right on heading 190 and to maintain 180 kt. The airplane speed was 215 kt. About one minute later, the approach controller cleared the crew to the LANET ILS approach for runway 33 and to descend towards 5,000 ft altitude. At the request of the crew, the approach controller repeated the message. While the co-pilot was reading back, the captain indicated to the Air New Zealand pilot that the low speed flight should be made later, during the flight towards Frankfurt. He even considered not performing it. At 16:42:14, the approach controller asked for the speed of the airplane. The co-pilot answered that the speed was falling then at 16:42:25 that it was 180 kt. The approach controller then asked them to maintain 180 kt and to descend to 2,000 ft. The slat and flap controls selector was put in position 2. At 16:42:46, the captain stated that the approach was not included in the database. Thirty-six seconds later, the co-pilot carried out the approach briefing. At 16:43:37, the captain announced that he was passing under the cloud layer. He disengaged the autopilot and asked the Air New Zealand pilot what he wanted. The latter answered that it was necessary to go slowly and described to him the necessary actions to activate the alpha floor protection. During these exchanges, the captain called for gear extension and put the thrust levers in the IDLE position. At the same time, the approach controller asked the crew its intentions twice. The co-pilot answered that they wanted to make a go-around and continue towards Frankfurt. At 16:44:30, the captain stabilised the airplane at an altitude of 3,000 ft. The airplane was in FULL configuration. In thirty-five seconds, the speed went from 136 to 99 kt and the horizontal stabilizer went to the pitch-up stop. The stall warning sounded. The pitch angle was then slightly below 19 degrees. The thrust levers were advanced towards the TO/GA position in the following second. While the thrust on the engines increased in a symmetrical manner, the speed continued to drop to 92.5 kt, then began to increase. The airplane started to roll slightly to the left, then to the right. The captain countered these movements. At 16:45:15, the flight control laws changed to ""direct"" law. The bank angle was 50 degrees to the right. At 16:45:19, the stall warning stopped. The bank angle was 40 degrees to the left. One second later, the pitch angle was 7 degrees, the wings were close to horizontal and the speed was 138 kt. The airplanes pitch and altitude then began to increase. During this climb, the stall warning sounded a second time. The crew retracted the landing gear and the flight control law in pitch changed to ""alternate"". At 16:45:44 the maximum recorded values were: pitch 57 degrees, altitude 3,800 ft. The speed was below 40 kt. At 16:45:47 the stall warning stopped. It sounded again five seconds later. From 16:45:55, the airplane banked to the right up to 97 degrees and its pitch reached 42 degrees nose-down. At 16:45:58, the stall warning stopped. The slat and flap controls selector was placed in position 1, then 0 two seconds later. The captain used the flight controls and the thrust levers to try to recover the airplane. At 16:46:00, the stall warning stopped. At 16:46:06.8, the last recorded values were a pitch of 14° nose down, a bank angle of 15° to the right, a speed of 263 kt and an altitude of 340 ft. Less than a second later, the airplane crashed into the sea.  PROBABLE CAUSE: The loss of control of the aeroplane by the crew following the improvised demonstration of the functioning of the angle of attack protections, while the blockage of the angle of attack sensors made it impossible for these protections to trigger. The crew was not aware of the blockage of the angle of attack sensors. They did not take into account the speeds mentioned in the programme of checks available to them and consequently did not stop the demonstration before the stall. The following factors contributed to the accident:     * The decision to carry out the demonstration at a low height;     * The crews management, during the thrust increase, of the strong increase in the longitudinal pitch, the crew not having identified the pitch-up stop position of the horizontal stabiliser nor acted on the trim wheel to correct it, nor reduced engine thrust;     * The crew having to manage the conduct of the flight, follow the programme of in-flight checks, adapted during the flight, and the preparation of the following stage, which greatly increased the work load and led the crew to improvise according to the constraints encountered;     * The decision to use a flight programme developed for crews trained for test flights, which led the crew to undertake checks without knowing their aim;     * The absence of a regulatory framework in relation to non-revenue flights in the areas of air traffic management, of operations and of operational aspects;     * The absence of consistency in the rinsing task in the aeroplane cleaning procedure, and in particular the absence of protection of the AOA sensors, during rinsing with water of the aeroplane three days before the flight. This led to the blockage of the AOA sensors through freezing of the water that was able to penetrate inside the sensor bodies.  The following factors also probably contributed to the accident:     * Inadequate coordination between an atypical team composed of three airline pilots in the cockpit;     * The fatigue that may have reduced the crews awareness of the various items of information relating to the state of the systems."
Tuesday 29 July 1997,,BAC One-Eleven 203AE,ADC Airlines,,1,"Calabar Airport (CBQ) - 
	   Nigeria",Landing,Passenger - Scheduled,Lagos-Murtala Muhammed International Airport (LOS/DNMM),Calabar Airport (CBQ/DNCA),"The aircraft landed at Calabar runway 03 in heavy rain. The One-Eleven overshot the runway, went through a ditch and continued some 1500 m before coming to rest in the bush. One of the engines caught fire (post-impact). There was a 240 m cloud base and 2800 m visibility in rain.  CAUSE: The hurried straight in approach procedure adopted by the Commander of the aircraft that may have been induced by the inadequate weather information he got about the airfield and the fact that the VOR Navigation an incorrect radial of the runway."
Tuesday 5 December 1972,15:05,Boeing 707-366C,EgyptAir,,6,"Beni Suef - 
	   Egypt",En route,Training,Cairo International Airport (CAI/HECA),Cairo International Airport (CAI/HECA),The Boeing 707 took off from Cairo (CAI) at 14:34 on a training flight. The airplane crashed along Airway A1C probably following a separation of the no. 4 engine and pylon.
Tuesday 27 April 1976,15:10,Boeing 727-95,American Airlines,21926,37,"Saint Thomas-Harry S. Truman Airport (STT) - 
	   U.S. Virgin Islands",Landing,Passenger - Scheduled,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)",Saint Thomas-Harry S.Truman Airport (STT/TIST),"American Airlines Flight 625 was a scheduled flight from Providence Airport (PVD) to St.Thomas (STT) on the U.S Virgin Islands with an intermediate stop in New York (JFK). The Boeing 727 departed New York at 12:00 AST. On approach to St. Thomas, at 15:04, the flight crew cancelled their IFR flight plan and proceeded VFR. The captain elected to use the runway 09 ILS for vertical guidance. The glide slope was intercepted at 1500 feet msl (flaps 15deg and at a 160 KIAS airspeed). The flaps were lowered to 25 and later to 30 degrees. The company prescribed 40 degrees was never selected. The speed was still 10 KIAS above Vref when the aircraft passed the threshold at an estimated altitude of 30-40 feet. At 1000 feet down the runway, while initiating the flare, turbulence caused the right wing to drop. The wings were leveled and the aircraft floated a while until touchdown 2200-2300 feet down the runway. The captain decided that the aircraft couldn't be stopped on the remaining runway. He immediately initiated a go-around. Because of the absence of any sensation either of power being applied or of aircraft acceleration, the throttles were closed again. The aircraft, in a 11 degree nose up attitude, ran off the runway and struck a localizer antenna. The right wingtip clipped a hillside just south of the antenna and the aircraft continued, hit an embankment, became airborne and contacted the ground on the opposite side of the perimeter road. The aircraft continued and came to rest 83 feet past the perimeter road, bursting into flames.  PROBABLE CAUSE: ""The captain's actions and his judgment in initiating a go-around maneuver with insufficient runway remaining after a long touchdown. The long touchdown is attributed to a deviation from prescribed landing techniques and an encounter with an adverse wind condition, common at the airport. The non-availability of information about the aircraft's go-around performance capabilities may have been a factor in the captain's abortive attempt to go-around a long landing."""
Tuesday 8 June 1982,02:25,Boeing 727-212,VASP - Viação Aérea São Paulo,,137,"Serra de Pacatuba, CE - 
	   Brazil",Approach,Passenger - Scheduled,"Rio de Janeiro-Galeão International Airport, RJ (GIG/SBGL)","Fortaleza-Pinto Martins Airport, CE (FOR/SBFZ)","VASP Flight 168 departed São Paulo for a flight to Fortaleza, with an intermediate stop at Rio de Janeiro (GIG). The first leg of the flight was uneventful. As the flight approached Fortaleza, the crew were cleared to descend from their cruising altitude of FL330 to FL50 (5000 feet). In night-time conditions with the bright lights of the city in front, the captain descended below 5000 feet. Despite two altitude alert system warnings and the co-pilot's warning of the mountains ahead, the captain continued to descend below the minimum descend altitude. The Boeing then struck a wooded mountainside at 1950 feet.  Human Factor: It contributed to the extent that during the descent the Commander concentrated his attention on the illuminated city, disconnecting himself from other sensory impulses, such as observation of distance and altitude. Material Factor: Did not contribute. Operational Factor: Contributed for the reasons below: - Poor planning for the descent. - Non-observance of air traffic rules (non-compliance with control instructions, non-observance of the minimum safety altitude and non-maintenance of the speed foreseen for terminal flight below 10,000 feet). Therefore, serious flight indiscipline. - lack of cabin discipline. - Non-compliance with company operating standards."
Monday 24 May 1982,23:35,Boeing 737-2A1,VASP - Viação Aérea São Paulo,,2,"Brasilia International Airport, DF (BSB) - 
	   Brazil",Landing,Passenger - Scheduled,"São Paulo-Congonhas Airport, SP (CGH/SBSP)","Brasília International Airport, DF (BSB/SBBR)","VASP flight VP234, a Boeing 737-200, landed heavily, nosegear first, in conditions of rain. The nosegear collapsed and the aircraft skidded off the runway, and broke in two.  CONCLUSION: Factors that contributed to the accident:  Human Factor: Contributed, considering the error in height assessment, caused by a sensory illusion. The landing operation appears to have developed in an atmosphere of anxiety, considering the circumstances surrounding the approach.  Material Factor: Contributed, insofar as there was no longer confidence in the information from the onboard radar.  Operational Factor: Contributed, insofar as standard operational procedures were not carried out."
